formula,material_id,functional,band_gap,gap_AO,max_metallic_valence,HOMO_energy,range_metallic_valence,avg_metallic_valence,max_Density_(g/mL),range_Number_of_unfilled_d_valence_electrons,avg_Density_(g/mL),dev_Mulliken_EN,max_Mulliken_EN,frac p valence electrons,avg_outer_shell_electrons,max_number_of_valence_electrons,max_families,mode_heat_atomization(kJ/mol),avg p valence electrons,frac d valence electrons,avg_number_of_valence_electrons,LUMO_energy,dev_Pauling_Electronegativity,avg_heat_atomization(kJ/mol),avg_Number_of_unfilled_d_valence_electrons,mode_Mendeleev_Number,max_gilmor_number_of_valence_electron,max_l_quantum_number,max_1st_ionization_potential_(kJ/mol),avg_heat_of_vaporization_(kJ/mol)_,max ionic char,min_specific_heat_(J/g_K)_,avg_l_quantum_number,avg_Mulliken_EN,range_1st_ionization_potential_(kJ/mol),dev_gilmor_number_of_valence_electron,max_heat_of_vaporization_(kJ/mol)_,range_number_of_valence_electrons,range_valence_p,avg_Nonmetal,mode_outer_shell_electrons,range_families,avg_Melting_point_(K),range_gilmor_number_of_valence_electron,range_l_quantum_number,dev_Mendeleev_Number,range_MB_electonegativity,mode_Pauling_Electronegativity,avg_Metal,max_Atomic_Number,range_group,dev_Period,dev_Cohesive_energy,dev_Boiling_Point_(K),dev_Atomic_Number,frac s valence electrons,mode_metallic_valence,mode_number_of_valence_electrons,mode_crystal_radius,dev_group,avg_crystal_radius,dev_Nonmetal,mode_Miracle_Radius_[pm],max_Melting_point_(K),avg_families,range_Period,min_Allred-Rockow_electronegativity,min_number_of_valence_electrons,max_thermal_conductivity_(W/(m_K))_,dev_number_of_valence_electrons,range_Gordy_electonegativity,avg_Atomic_Weight,dev_Metal,band center,avg_Miracle_Radius_[pm],avg_Gordy_electonegativity,dev_polarizability(A^3),min_Cohesive_energy,avg_MB_electonegativity,min_gilmor_number_of_valence_electron,range_outer_shell_electrons,min_Boiling_Point_(K),mode_group,min_Density_(g/mL),min_Mulliken_EN,min_Miracle_Radius_[pm],avg_valence_s,dev_l_quantum_number,max_group,dev_ionic_radius,range_Atomic_Radius,min_MB_electonegativity,min_l_quantum_number,avg_gilmor_number_of_valence_electron,dev_Number_of_unfilled_s_valence_electrons,min_crystal_radius,max_crystal_radius,range_ionic_radius,mode_Density_(g/mL),mode_heat_of_vaporization_(kJ/mol)_,min_1st_ionization_potential_(kJ/mol),max_ionic_radius,min_outer_shell_electrons,mode_thermal_conductivity_(W/(m_K))_,mode_Number_of_unfilled_f_valence_electrons,min_Number_of_unfilled_f_valence_electrons,mode_l_quantum_number,max_Nonmetal,avg_specific_heat_(J/g_K)_,min_thermal_conductivity_(W/(m_K))_,max_specific_heat_(J/g_K)_,mode_Atomic_Radius,avg_Mendeleev_Number,avg_heat_of_fusion_(kJ/mol)_,min_heat_of_fusion_(kJ/mol)_,max_Miracle_Radius_[pm],dev_Number_of_unfilled_p_valence_electrons,dev_Atomic_Radius,avg_Zunger_radii_sum,min_Gordy_electonegativity,dev_crystal_radius,min_Atomic_Weight,min_Metal,mode_Number_of_unfilled_s_valence_electrons,min_Nonmetal,dev_Miracle_Radius_[pm],avg_group,range_Metal,min_ionic_radius,avg_Covalent_Radius,range_Nonmetal,max_Number_of_unfilled_p_valence_electrons,min_valence_d,dev_heat_of_fusion_(kJ/mol)_,range_crystal_radius,dev_Metalliod,range_Zunger_radii_sum,range_Miracle_Radius_[pm],mode_Number_of_unfilled_d_valence_electrons,dev_outer_shell_electrons,a_site_radius,b_site_radius,x_site_radius,Tolerance_factor,Octahedral_factor,spacegroup_num,crystal_system_int,n_symmetry_ops,density,vpa,packing fraction,max packing efficiency,GII
TlCoF3,mp-998160,GGA+U Static,0.0,0.0,5.78,-0.322368,5.78,1.8440000000000003,11.9,10.0,4.16102,3.1968,10.41,0.2807017543859649,5.2,9.0,8.0,79.0,3.2,0.2982456140350877,6.6000000000000005,-0.322368,1.0704,168.8,6.6,93.0,7.0,2.0,1681.0,110.08188,0.7515217593360958,0.13,1.2000000000000002,7.7459999999999996,1092.0,1.68,376.5,6.0,5.0,0.6,7.0,4.0,500.87000000000006,4.0,1.0,12.48,2.09,3.98,0.4,81.0,8.0,1.44,1.1016,1128.768,21.6,0.17543859649122806,0.0,7.0,1.19,2.88,1.028,0.48,64.0,1768.15,6.6,4.0,1.789,3.0,100.0,1.44,6.5878,64.0623418,0.48,6.860930879120167,101.80000000000001,7.683120000000001,3.3196800000000004,0.84,2.9499999999999997,3.0,5.0,85.05,17.0,0.0017,3.2,64.0,2.0,0.3200000000000001,17.0,0.54,1.1400000000000001,1.69,1.0,5.6000000000000005,0.0,0.54,1.19,1.4,0.0017,3.2698,589.0,1.9,2.0,0.0279,14.0,0.0,1.0,1.0,0.602,0.0279,0.82,0.42,82.6,4.219520000000001,0.2552,179.0,2.16,0.5376000000000001,1.0939999999999999,3.4976,0.19519999999999996,18.998403,0.0,0.0,0.0,43.68000000000001,14.6,1.0,0.5,0.974,1.0,6.0,0.0,4.7881920000000004,0.6499999999999999,0.0,1.8299999999999998,115.0,10.0,2.16,1.5,0.9,1.285,0.9012779796817093,0.7003891050583658,221,1,48,7.177515707716776,14.821008309290354,0.5479749041915274,0.44691951022241466,0.18344967790729533
LuBiO3,mp-1176501,GGA Static,3.1586000000000003,0.158183,3.0,-0.338381,3.0,1.2000000000000002,9.84,10.0,3.918858,1.7495999999999998,7.54,0.234375,5.0,6.0,7.0,249.0,3.0,0.171875,5.199999999999999,-0.180198,0.8615999999999999,276.20000000000005,7.8,87.0,6.0,2.0,1314.0,94.18593999999999,0.6918673786849375,0.12,1.2000000000000002,6.082000000000001,790.0,0.9600000000000002,355.9,3.0,4.0,0.6,6.0,4.0,528.91,3.0,1.0,14.640000000000004,2.12,3.44,0.4,83.0,13.0,1.9200000000000002,0.6144,1278.72,33.120000000000005,0.15625,0.0,6.0,1.21,4.080000000000001,1.16,0.48,64.0,1936.15,5.800000000000001,4.0,1.09,3.0,16.4,0.9600000000000002,3.5415,86.389114,0.48,5.545302687326021,105.80000000000001,7.22442,6.65136,2.18,2.6599999999999997,3.0,4.0,90.15,16.0,0.00143,3.1,64.0,2.0,0.3200000000000001,16.0,0.5160000000000001,1.69,1.2,1.0,5.199999999999999,0.0,1.0,1.21,1.15,0.00143,3.4099,524.0,1.75,2.0,0.02674,14.0,0.0,1.0,1.0,0.6060000000000001,0.02674,0.92,0.48,77.6,6.113554000000001,0.22259,175.0,1.2000000000000002,0.6335999999999999,1.3524000000000003,4.8288,0.06400000000000002,15.9994,0.0,0.0,0.0,50.160000000000004,13.2,1.0,0.6,1.05,1.0,6.0,0.0,7.0691568,0.20999999999999996,0.0,2.9050000000000002,111.0,10.0,1.2000000000000002,1.03,0.861,1.38,0.7604316566977152,0.6239130434782609,161,3,12,9.469356595128565,15.149129452302612,0.5587240952495932,0.375236356642364,0.1871462239584633
LiPmO3,mp-1185388,GGA Static,0.0,0.0,3.0,-0.200159,3.0,0.8,7.26,0.0,1.561458,2.1528,7.54,0.4615384615384615,4.199999999999999,6.0,7.0,249.0,2.4,0.0,4.3999999999999995,-0.200159,1.1448,241.8,10.0,87.0,6.0,3.0,1314.0,74.02994000000001,0.7797297329475583,0.18,1.2000000000000002,5.746,794.0,1.9200000000000002,214.0,5.0,4.0,0.6,6.0,6.0,386.61000000000007,5.0,3.0,36.480000000000004,2.42,3.44,0.4,61.0,15.0,1.2799999999999998,0.8664000000000001,1129.92,17.36,0.34615384615384615,0.0,6.0,1.21,6.720000000000001,1.162,0.48,64.0,1315.15,5.0,4.0,0.912,1.0,84.7,1.9200000000000002,5.148,39.97038,0.48,5.236711402507277,105.80000000000001,6.62676,12.675360000000001,0.0,2.4019999999999997,1.0,5.0,90.15,16.0,0.00143,3.01,64.0,1.8,0.7200000000000002,16.0,0.504,1.5699999999999998,0.9,0.0,4.3999999999999995,0.32000000000000006,0.9,1.28,1.25,0.00143,3.4099,520.0,1.85,1.0,0.02674,14.0,9.0,1.0,1.0,1.3080000000000003,0.02674,3.6,0.48,56.599999999999994,2.3095540000000003,0.22259,185.0,1.9200000000000002,0.6623999999999999,1.399,3.2223,0.10480000000000003,6.941,0.0,0.0,0.0,50.160000000000004,10.4,1.0,0.6,1.032,1.0,6.0,0.0,2.5043568,0.38,0.0,3.5250000000000004,121.0,10.0,2.16,0.97,0.76,1.35,0.7774823376079574,0.5629629629629629,221,1,8,6.3153709161578755,10.51424714134114,0.799034582437845,0.44691951022241466,0.0
KCaF3,mp-4950,GGA Static,6.1392,0.27419499999999997,2.0,-0.415606,2.0,0.6000000000000001,1.55,0.0,0.4830200000000001,3.888,10.41,0.625,4.800000000000001,7.0,8.0,79.0,3.0,0.0,4.800000000000001,-0.141411,1.4736000000000002,101.0,10.0,93.0,7.0,1.0,1681.0,48.59588000000001,0.9176189628313963,0.63,0.6,7.17,1262.0,2.6399999999999997,153.3,6.0,5.0,0.6,7.0,7.0,321.72,6.0,1.0,42.24,2.9799999999999995,3.98,0.4,20.0,16.0,0.96,0.31248000000000015,628.848,5.04,0.375,0.0,7.0,1.19,7.44,1.246,0.48,64.0,1112.15,5.4,2.0,0.734,1.0,200.0,2.6399999999999997,7.2972,27.2343018,0.48,6.09130742639482,101.80000000000001,7.21144,15.583680000000001,0.84,2.662,1.0,6.0,85.05,17.0,0.0017,2.2,64.0,1.8,0.48,17.0,0.72,2.0100000000000002,0.8,0.0,4.800000000000001,0.32000000000000006,1.14,1.52,1.7000000000000002,0.0017,3.2698,419.0,2.2,1.0,0.0279,14.0,14.0,1.0,1.0,0.768,0.0279,0.82,0.42,57.8,2.3279199999999998,0.2552,179.0,2.4000000000000004,0.8472000000000001,1.581,2.7882,0.10960000000000006,18.998403,0.0,0.0,0.0,43.68000000000001,10.799999999999999,1.0,0.5,1.166,1.0,6.0,0.0,2.4872639999999997,0.3800000000000001,0.0,3.285,115.0,10.0,2.6399999999999997,1.64,1.0,1.285,0.9051585711031296,0.7782101167315175,221,1,96,2.5118832256472943,18.003871315024664,0.7842986396237515,0.4469195102224146,0.25449799697240705
NaPbO3,mp-1186153,GGA Static,0.0,0.0,2.44,-0.338381,2.44,0.688,11.4,10.0,2.475058,1.9991999999999999,7.54,0.2978723404255319,4.6,6.0,7.0,249.0,2.8,0.2127659574468085,4.6,-0.338381,0.9791999999999998,210.4,8.0,87.0,6.0,1.0,1314.0,56.977940000000004,0.792997622442975,0.13,0.8,5.8740000000000006,818.0,1.6800000000000002,177.7,5.0,4.0,0.6,6.0,6.0,227.17,5.0,1.0,26.720000000000002,2.4299999999999997,3.44,0.4,82.0,15.0,1.2000000000000002,0.5032800000000001,717.3600000000001,23.439999999999998,0.19148936170212766,0.0,6.0,1.21,4.640000000000001,1.256,0.48,64.0,600.65,5.4,4.0,0.869,1.0,141.0,1.6800000000000002,5.8325000000000005,55.637593599999995,0.48,5.434718320691787,109.20000000000002,6.4778199999999995,6.915360000000001,1.113,2.554,1.0,5.0,90.15,16.0,0.00143,2.85,64.0,1.8,0.31999999999999995,16.0,0.5760000000000001,1.42,0.89,0.0,4.6,0.32000000000000006,1.16,1.49,1.2000000000000002,0.00143,3.4099,496.0,1.8,1.0,0.02674,14.0,0.0,1.0,1.0,0.8240000000000001,0.02674,1.23,0.48,68.8,1.612954,0.22259,180.0,1.44,0.5952,1.2269999999999999,2.5378,0.09360000000000004,15.9994,0.0,0.0,0.0,54.24,12.6,1.0,0.6,1.04,1.0,6.0,0.0,1.6684367999999998,0.33000000000000007,0.0,2.185,116.0,10.0,1.6800000000000002,1.39,1.19,1.35,0.7627844804925749,0.8814814814814814,221,1,8,5.794279126512719,15.944761424393992,0.6468881362179446,0.44691951022241466,0.0
LiGeO3,mp-1185303,GGA Static,0.0,0.0,4.0,-0.338381,4.0,1.0,5.32,0.0,1.1734580000000001,1.7928000000000002,7.54,0.42424242424242425,4.6,6.0,7.0,249.0,2.8,0.30303030303030304,4.6,-0.338381,0.9336000000000001,257.0,10.0,87.0,6.0,1.0,1314.0,97.40993999999999,0.7797297329475583,0.32,0.8,6.045999999999999,794.0,1.6800000000000002,330.9,5.0,4.0,0.6,6.0,6.0,367.69000000000005,5.0,1.0,26.880000000000006,2.42,3.44,0.2,32.0,15.0,0.6400000000000002,0.4728000000000001,1089.1200000000001,8.080000000000002,0.27272727272727276,0.0,6.0,1.21,4.640000000000001,1.012,0.48,64.0,1220.55,5.6000000000000005,2.0,0.912,1.0,84.7,1.6800000000000002,5.148,25.509839999999997,0.32000000000000006,5.673922764857892,91.6,6.59476,7.0976799999999995,1.63,2.57,1.0,5.0,90.15,16.0,0.00143,3.01,64.0,1.8,0.31999999999999995,16.0,0.36,1.19,0.9,0.0,4.6,0.32000000000000006,0.53,1.21,0.85,0.00143,3.4099,520.0,1.45,1.0,0.02674,14.0,14.0,1.0,1.0,1.336,0.02674,3.6,0.48,68.19999999999999,8.121554,0.22259,152.0,1.44,0.47040000000000004,0.9130000000000001,3.2223,0.23759999999999998,6.941,0.0,0.0,0.0,33.12,12.6,1.0,0.6,0.95,1.0,6.0,0.0,11.5273784,0.6799999999999999,0.32000000000000006,1.145,88.0,10.0,1.6800000000000002,0.76,1.25,1.35,0.5738443493475444,0.9259259259259258,221,1,16,4.091270166440295,10.356209067751866,0.45703243927711207,0.44691951022241466,0.0
BPdO3,mp-1183242,GGA Static,0.0,0.0,5.78,-0.160771,5.78,1.7560000000000002,12.0,10.0,2.8688580000000004,1.5215999999999998,7.54,0.41935483870967744,4.199999999999999,10.0,7.0,249.0,2.6,0.3225806451612903,6.199999999999999,-0.160771,0.6335999999999999,339.6,8.0,87.0,6.0,2.0,1314.0,171.38594,0.3873736058155839,0.24,1.2000000000000002,6.272,513.0,1.44,489.7,7.0,4.0,0.6,6.0,3.0,868.7100000000002,3.0,1.0,9.600000000000001,1.42,3.44,0.2,46.0,6.0,0.9599999999999999,1.0703999999999998,1801.884,12.399999999999999,0.25806451612903225,0.0,6.0,1.21,2.16,0.9319999999999999,0.48,64.0,2352.15,6.2,3.0,1.59,3.0,71.8,1.5199999999999998,4.5823,33.04584,0.32000000000000006,6.0600021901729,84.4,6.6988,1.4913599999999998,2.62,2.788,3.0,6.0,90.15,16.0,0.00143,4.29,64.0,1.6,0.3200000000000001,16.0,0.252,1.21,1.9,1.0,4.8,0.6400000000000001,0.25,1.21,0.7999999999999999,0.00143,3.4099,801.0,1.4,0.0,0.02674,14.0,14.0,1.0,1.0,0.804,0.02674,1.02,0.48,79.0,13.693554000000002,0.22259,142.0,1.6800000000000002,0.384,0.928,3.788,0.3336,10.811,0.0,0.0,0.0,24.480000000000004,14.2,1.0,0.6,0.8640000000000001,1.0,6.0,0.0,16.1651568,0.96,0.32000000000000006,1.985,78.0,10.0,2.16,0.86,0.27,1.35,0.9646333249520185,0.2,221,1,48,6.806833944222211,8.061590577195943,0.4163152915906761,0.4469195102224148,0.0
CsPbBr3,mp-600089,GGA Static,1.7819000000000003,0.15350299999999997,2.44,-0.295334,2.44,0.688,11.4,10.0,4.526,2.184,7.59,0.2125,5.2,7.0,8.0,112.0,3.4,0.5,5.2,-0.141831,0.7824,122.2,8.0,95.0,7.0,1.0,1140.0,58.3508,0.6918673786849375,0.13,0.8,5.77,764.0,2.16,177.7,6.0,5.0,0.6,7.0,7.0,340.01,6.0,1.0,27.68,2.06,2.96,0.4,82.0,16.0,0.9600000000000002,0.29247999999999996,549.936,16.08,0.1125,0.0,7.0,1.82,4.880000000000001,1.7520000000000002,0.48,64.0,600.65,6.0,2.0,0.659,1.0,35.9,2.16,1.9752999999999998,115.96348599999999,0.48,5.175320984351825,101.80000000000001,5.67934,17.784000000000002,0.804,2.2359999999999998,1.0,6.0,331.95,17.0,1.87,2.18,64.0,1.8,0.31999999999999995,17.0,0.504,2.04,0.77,0.0,5.2,0.32000000000000006,1.49,1.82,1.4500000000000002,3.12,15.438,376.0,2.6,1.0,0.122,14.0,0.0,1.0,1.0,0.3578,0.122,0.473,0.94,74.2,4.549799999999999,2.092,179.0,1.92,0.6336,2.0,4.4326,0.10479999999999992,79.904,0.0,0.0,0.0,43.68000000000001,13.2,1.0,1.15,1.428,1.0,6.0,0.0,0.9831200000000002,0.33000000000000007,0.0,3.1099999999999994,115.0,10.0,2.16,1.88,1.19,1.96,0.8619968380178864,0.6071428571428571,221,1,48,4.573928069338352,42.09989825488747,0.5565955495303442,0.4469180698845298,0.5022486869605165
LiSbO3,mp-770932,GGA Static,2.6465,0.0,3.0,-0.338381,3.0,0.8,6.69,10.0,1.4474580000000001,1.7328000000000001,7.54,0.4411764705882353,4.199999999999999,6.0,7.0,249.0,3.0,0.29411764705882354,4.8,-0.338381,0.924,234.0,8.0,87.0,6.0,1.0,1314.0,46.657939999999996,0.7797297329475583,0.21,0.8,6.096,794.0,1.52,145.92,5.0,4.0,0.8,6.0,6.0,304.41,5.0,1.0,27.360000000000007,2.42,3.44,0.2,51.0,15.0,0.9599999999999999,0.3271999999999998,877.9200000000001,14.160000000000002,0.2647058823529412,0.0,6.0,1.21,4.72,1.086,0.31999999999999995,64.0,904.15,5.6000000000000005,3.0,0.912,1.0,84.7,1.52,5.148,35.33984,0.32000000000000006,5.7445325427245555,99.80000000000001,6.665699999999999,7.05768,1.63,2.5999999999999996,1.0,5.0,90.15,16.0,0.00143,3.01,64.0,1.8,0.31999999999999995,16.0,0.40800000000000003,1.19,0.9,0.0,4.8,0.32000000000000006,0.9,1.21,0.85,0.00143,3.4099,520.0,1.45,1.0,0.02674,14.0,14.0,1.0,1.0,1.314,0.02674,3.6,0.48,69.39999999999999,4.707554,0.22259,155.0,1.2000000000000002,0.48960000000000004,0.9540000000000001,3.2223,0.14879999999999993,6.941,0.0,0.0,0.0,42.96000000000001,12.8,1.0,0.6,0.982,1.0,6.0,0.0,6.0649784,0.30999999999999994,0.0,1.2999999999999998,91.0,10.0,2.16,0.59,0.6,1.36,0.7034990935274326,0.4411764705882352,2,7,2,5.085233545077914,11.539919354575607,0.48968170852307447,0.3461784451727807,0.029924278130244862
LaNiO3,mp-1278441,GGA+U Static,0.0,0.0,5.78,-0.338381,5.78,1.7560000000000002,8.9,8.0,3.0108580000000007,1.8192,7.54,0.3870967741935484,4.3999999999999995,10.0,7.0,249.0,2.4,0.2903225806451613,6.199999999999999,-0.338381,0.9287999999999998,320.0,8.2,87.0,6.0,2.0,1314.0,158.92594,0.7456133690005962,0.19,1.4,6.024,776.0,1.9200000000000002,414.0,7.0,4.0,0.6,6.0,4.0,616.71,5.0,1.0,24.0,1.9699999999999998,3.44,0.4,57.0,13.0,1.44,0.8808,1572.0,16.560000000000002,0.3225806451612903,0.0,6.0,1.21,4.5600000000000005,1.138,0.48,64.0,1726.15,5.6000000000000005,4.0,1.09,3.0,90.7,1.5199999999999998,4.7912,49.11942,0.48,5.644412023657564,101.0,6.64136,9.217680000000001,2.62,2.614,1.0,4.0,90.15,16.0,0.00143,3.1,64.0,2.0,0.48,16.0,0.504,1.47,1.35,1.0,4.3999999999999995,0.0,0.7,1.36,1.35,0.00143,3.4099,538.0,1.95,2.0,0.02674,14.0,14.0,1.0,1.0,0.678,0.02674,0.92,0.48,67.0,4.867554,0.22259,187.0,1.9200000000000002,0.5952,1.331,3.5791,0.17520000000000008,15.9994,0.0,0.0,0.0,44.4,12.2,1.0,0.6,1.018,1.0,6.0,0.0,5.5739567999999995,0.6600000000000001,0.0,2.615,123.0,10.0,1.9200000000000002,1.36,0.74,1.38,0.9139021605901604,0.5362318840579711,8,6,2,7.081181625343836,11.518516302072044,0.7653709100466175,0.42896290692705624,0.3897053525467471
TeHO3,mp-1195796,GGA Static,2.273464712265588,0.0,2.0,-0.338381,2.0,0.4,6.24,10.0,1.2488719800000003,0.6272,7.54,0.4571428571428572,4.199999999999999,6.0,7.0,249.0,3.2,0.2857142857142857,5.0,-0.338381,0.6191999999999998,232.4,8.0,87.0,6.0,1.0,1314.0,12.645812,0.3616700715049249,0.2,0.8,7.058,445.0,1.6,52.55,5.0,4.0,1.0,6.0,1.0,180.19,5.0,1.0,1.9199999999999988,1.2199999999999998,3.44,0.0,52.0,15.0,1.04,0.8039999999999999,380.88800000000003,14.639999999999997,0.2571428571428572,0.0,6.0,1.21,4.800000000000001,0.968,0.0,64.0,722.65,6.800000000000001,4.0,2.158,1.0,2.35,1.6,2.9285000000000005,35.321228,0.0,7.006969047484316,101.80000000000001,7.54622,1.51368,0.0,2.888,1.0,5.0,20.25,16.0,6.99e-05,5.49,64.0,1.8,0.31999999999999995,16.0,0.284,0.75,2.1,0.0,5.0,0.32000000000000006,0.1,1.21,1.15,0.00143,3.4099,869.0,1.4,1.0,0.02674,14.0,14.0,1.0,1.0,3.4528000000000003,0.02674,14.304,0.48,88.6,3.748914,0.22259,179.0,1.2799999999999998,0.23599999999999996,0.8630000000000001,5.4418,0.34720000000000006,1.00794,0.0,0.0,1.0,43.68000000000001,13.0,0.0,0.25,0.782,0.0,6.0,0.0,5.4964344,1.1099999999999999,0.0,1.2049999999999998,115.0,10.0,2.16,0.25,2.21,1.35,0.3178008005332798,1.6370370370370368,33,5,4,5.089482970890784,11.524211671734001,0.24771891784312414,0.201731068751024,0.0
RbTlBr3,mp-998606,GGA Static,0.0,0.0,3.44,-0.28502,3.44,0.8880000000000001,11.9,10.0,4.558,2.3136,7.59,0.20253164556962025,5.0,7.0,8.0,112.0,3.2,0.5063291139240506,5.0,-0.28502,0.8351999999999999,120.8,8.0,95.0,7.0,1.0,1140.0,56.525999999999996,0.6817442582266293,0.13,0.8,5.661999999999999,737.0,2.4000000000000004,164.1,6.0,5.0,0.6,7.0,7.0,337.21000000000004,6.0,1.0,27.6,2.0300000000000002,2.96,0.4,81.0,16.0,0.72,0.24064000000000002,486.096,14.560000000000002,0.11392405063291139,0.0,7.0,1.82,4.800000000000001,1.6300000000000001,0.48,64.0,576.15,6.0,2.0,0.706,1.0,58.2,2.4000000000000004,3.2192999999999996,105.91262,0.48,5.028470693894137,101.80000000000001,5.41482,13.783999999999999,0.852,2.196,1.0,6.0,331.95,17.0,1.53,2.34,64.0,1.8,0.31999999999999995,17.0,0.4680000000000001,1.71,0.8,0.0,5.0,0.32000000000000006,1.03,1.82,1.2000000000000002,3.12,15.438,403.0,2.35,1.0,0.122,14.0,0.0,1.0,1.0,0.38239999999999996,0.122,0.473,0.94,73.0,4.4384,2.192,179.0,2.16,0.5592000000000001,1.9869999999999999,3.1886,0.23999999999999994,79.904,0.0,0.0,0.0,43.68000000000001,13.0,1.0,1.15,1.402,1.0,6.0,0.0,1.0171199999999998,0.79,0.0,2.8999999999999995,115.0,10.0,2.4000000000000004,1.52,1.5,1.96,0.7111941036211518,0.7653061224489796,161,3,12,4.464296597630575,39.395241681527565,0.5188666561708601,0.3918605921031909,0.0
SrGeO3,mp-aaaieiwj,r2SCAN Static,4.1981,0.0,4.0,-0.338381,4.0,1.2000000000000002,5.32,0.0,1.572858,2.0352,7.54,0.4117647058823529,4.8,6.0,7.0,249.0,2.8,0.29411764705882354,4.8,-0.338381,0.9408000000000001,257.6,10.0,87.0,6.0,1.0,1314.0,97.02593999999999,0.7877573323062756,0.3,0.8,5.843999999999999,765.0,1.44,330.9,4.0,4.0,0.6,6.0,5.0,485.3900000000001,4.0,1.0,24.640000000000004,2.19,3.44,0.2,38.0,14.0,1.2000000000000002,0.46559999999999996,1099.2000000000003,12.96,0.29411764705882354,0.0,6.0,1.21,4.319999999999999,1.096,0.48,64.0,1220.55,5.800000000000001,3.0,0.963,2.0,59.9,1.44,5.0115,41.64564,0.32000000000000006,5.623578823148418,103.6,6.622059999999999,8.15368,1.72,2.6159999999999997,2.0,4.0,90.15,16.0,0.00143,2.0,64.0,2.0,0.31999999999999995,16.0,0.492,1.71,1.13,0.0,4.8,0.0,0.53,1.32,1.4,0.00143,3.4099,549.0,2.0,2.0,0.02674,14.0,14.0,1.0,1.0,0.676,0.02674,0.92,0.48,69.6,9.181554,0.22259,212.0,1.44,0.5952,1.233,3.3588,0.22639999999999993,15.9994,0.0,0.0,0.0,47.519999999999996,12.8,1.0,0.6,1.066,1.0,6.0,0.0,11.1033784,0.79,0.32000000000000006,2.745,148.0,10.0,1.44,1.18,0.53,1.38,0.9477452145746394,0.3840579710144928,148,3,12,5.3867991804593,12.839568208795523,0.6917037681889747,0.337349324571655,0.21014767101281817
CaMoO3,mp-19012,GGA+U Static,0.0,0.0,5.78,-0.153347,5.78,1.556,10.2,5.0,2.350858,2.1552,7.54,0.4615384615384615,4.199999999999999,6.0,7.0,249.0,2.4,0.1923076923076923,5.199999999999999,-0.153347,0.8927999999999999,316.6,9.0,87.0,6.0,2.0,1314.0,152.30594000000002,0.7742664595807831,0.25,1.0,5.744,724.0,1.44,598.0,4.0,4.0,0.6,6.0,5.0,833.3100000000002,4.0,2.0,28.080000000000002,2.15,3.44,0.4,42.0,14.0,1.2000000000000002,1.4064,1550.88,11.040000000000001,0.34615384615384615,0.0,6.0,1.21,5.76,1.112,0.48,64.0,2890.15,5.4,3.0,1.034,2.0,200.0,1.2800000000000005,5.3575,36.80324,0.48,5.526487738816138,106.4,6.335699999999999,8.16336,1.84,2.614,2.0,5.0,90.15,16.0,0.00143,2.2,64.0,1.8,0.4,16.0,0.492,1.46,1.17,0.0,4.8,0.32000000000000006,0.79,1.21,1.2000000000000002,0.00143,3.4099,590.0,1.8,1.0,0.02674,14.0,14.0,1.0,1.0,0.728,0.02674,0.92,0.48,63.599999999999994,8.241554,0.22259,201.0,1.9200000000000002,0.6912,1.423,3.0128,0.1287999999999999,15.9994,0.0,0.0,0.0,50.879999999999995,11.2,1.0,0.6,1.076,1.0,6.0,0.0,9.6227568,0.41999999999999993,0.0,2.535,137.0,10.0,2.16,1.12,0.65,1.4,0.8692239456537072,0.46428571428571436,62,5,8,5.123847727402105,11.927211957531167,0.6692831687271278,0.3994434046727684,0.08680894669430958
NbCuO3,mp-17272,GGA Static,0.9590000000000001,0.03021600000000002,5.44,-0.202272,5.44,2.088,8.96,10.0,3.5068580000000003,1.5839999999999999,7.54,0.35294117647058826,3.9999999999999996,11.0,7.0,249.0,2.4,0.4117647058823529,6.8,-0.172056,0.8111999999999999,362.20000000000005,7.2,87.0,6.0,2.0,1314.0,198.50594,0.5710436013209269,0.26,1.4,6.220000000000001,662.0,1.6800000000000002,682.0,6.0,4.0,0.6,6.0,3.0,852.3100000000001,4.0,1.0,15.119999999999997,2.2399999999999998,3.44,0.4,41.0,11.0,1.2000000000000002,1.5144000000000002,1842.0,12.96,0.23529411764705885,0.0,6.0,1.21,3.84,1.024,0.48,64.0,2741.15,5.800000000000001,3.0,1.41,5.0,401.0,1.6800000000000002,4.868,40.890116,0.48,5.931439415773328,92.2,6.45538,4.99536,2.62,2.614,2.0,5.0,90.15,16.0,0.00143,4.0,64.0,1.6,0.48,16.0,0.384,1.5,1.08,1.0,4.6,0.48,0.71,1.21,0.85,0.00143,3.4099,652.0,1.45,1.0,0.02674,14.0,14.0,1.0,1.0,0.68,0.02674,0.92,0.48,74.4,8.023554,0.22259,143.0,1.9200000000000002,0.5928,1.2389999999999999,3.5023,0.22319999999999995,15.9994,0.0,0.0,0.0,33.84,12.8,1.0,0.6,0.988,1.0,6.0,0.0,9.3611568,0.5,0.0,2.295,79.0,10.0,2.4000000000000004,0.46,0.64,1.36,0.6434671708797582,0.47058823529411764,12,6,8,4.863962382849298,13.95973689888928,0.3694966671316256,0.2363031114131929,0.19180406117333193
